Date,Open,High,Low,Close,Adj Close,Volume
2015-01-21,195.000000,196.750000,194.110001,195.500000,163.101608,966600
2015-01-22,197.000000,198.559998,195.279999,198.089996,165.262375,1307900
2015-01-23,197.990005,198.880005,196.949997,197.440002,164.720123,1313000
2015-01-26,196.250000,196.919998,193.029999,195.679993,163.251770,1338900
2015-01-27,193.000000,193.490005,190.320007,190.550003,158.971909,1942700
2015-01-28,191.839996,194.800003,189.000000,189.250000,157.887314,1570400
2015-01-29,189.259995,192.529999,187.100006,192.500000,160.598770,2017000
2015-01-30,189.770004,190.960007,188.279999,188.369995,157.153183,2287900
2015-02-02,188.410004,189.759995,186.009995,189.330002,157.954132,1554000
2015-02-03,190.380005,192.300003,189.589996,192.000000,160.181610,1618200
2015-02-04,191.339996,193.529999,190.619995,192.279999,160.415207,1230900
2015-02-05,193.080002,194.470001,191.580002,194.059998,161.900238,1063200
2015-02-06,194.289993,196.949997,192.899994,195.240005,162.884689,1127100
2015-02-09,194.350006,194.990005,192.699997,193.020004,161.032593,1208300
2015-02-10,195.100006,195.979996,193.880005,195.669998,163.243378,1280600
2015-02-11,195.169998,197.179993,195.000000,196.309998,163.777374,1439300
2015-02-12,196.710007,198.229996,196.389999,197.479996,164.753494,1217900
2015-02-13,197.289993,198.389999,196.190002,196.949997,164.311279,1253900
2015-02-17,196.529999,198.300003,195.770004,197.570007,164.828598,1023300
2015-02-18,197.570007,198.580002,196.949997,198.570007,165.662827,902000
2015-02-19,198.559998,201.740005,197.970001,201.710007,168.282455,1775000
2015-02-20,200.860001,204.000000,200.279999,203.990005,170.184601,1301400
2015-02-23,204.000000,205.660004,203.199997,205.589996,171.519501,1440600
2015-02-24,205.509995,206.929993,204.820007,206.619995,172.378754,1168600
2015-02-25,207.050003,207.059998,204.500000,204.860001,170.910461,2759800
2015-02-26,203.250000,203.839996,200.529999,201.330002,169.204346,1349700
2015-02-27,201.000000,201.940002,200.000000,200.050003,168.128586,1311400
2015-03-02,200.050003,203.130005,200.050003,203.020004,170.624710,1037400
2015-03-03,202.449997,202.449997,199.429993,199.929993,168.027771,1312100
2015-03-04,199.699997,200.080002,198.779999,198.970001,167.220947,851400
2015-03-05,199.369995,200.029999,198.750000,199.100006,167.330215,872300
2015-03-06,198.380005,198.639999,196.710007,197.660004,166.119965,1220300
2015-03-09,197.419998,200.490005,197.210007,199.740005,167.868088,887600
2015-03-10,198.410004,198.979996,197.309998,197.580002,166.052704,1087100
2015-03-11,197.940002,198.410004,196.910004,197.210007,165.741776,953000
2015-03-12,197.539993,198.949997,197.539993,198.779999,167.061249,1047200
2015-03-13,197.970001,199.009995,195.600006,197.110001,165.657761,1155400
2015-03-16,198.220001,202.300003,198.100006,202.110001,169.859924,1198000
2015-03-17,201.479996,202.000000,200.029999,200.669998,168.649643,936600
2015-03-18,200.770004,203.490005,198.360001,202.600006,170.271729,872800
2015-03-19,202.500000,203.360001,201.039993,202.190002,169.927139,1178000
2015-03-20,203.050003,204.039993,201.669998,203.770004,171.255051,3938100
2015-03-23,203.330002,204.589996,202.919998,202.919998,170.540619,1028100
2015-03-24,202.339996,204.369995,200.949997,203.300003,170.860031,1250900
2015-03-25,203.339996,204.000000,199.000000,199.020004,167.262970,1338200
2015-03-26,197.570007,201.119995,196.259995,200.559998,168.557236,1499700
2015-03-27,200.559998,202.869995,200.240005,202.229996,169.960709,1256400
2015-03-30,203.500000,206.190002,203.000000,204.889999,172.196320,1049000
2015-03-31,203.460007,205.169998,202.960007,202.960007,170.574265,1261500
2015-04-01,202.100006,202.470001,197.429993,198.759995,167.044464,1897200
2015-04-02,199.369995,199.559998,197.669998,198.720001,167.010849,1387600
2015-04-06,199.330002,201.119995,197.850006,200.529999,168.532028,1366300
2015-04-07,201.000000,202.550003,199.899994,200.149994,168.212631,1084800
2015-04-08,200.449997,201.889999,199.630005,200.809998,168.767334,944800
2015-04-09,200.520004,201.910004,200.289993,201.440002,169.296814,828100
2015-04-10,201.369995,202.190002,200.279999,200.399994,168.422760,1279000
2015-04-13,200.029999,201.130005,196.820007,197.050003,165.607285,2130400
2015-04-14,196.889999,197.770004,196.350006,197.339996,165.851013,1586900
2015-04-15,198.270004,199.460007,197.039993,197.210007,165.741776,1154300
2015-04-16,196.580002,198.039993,195.669998,197.119995,165.666122,1065300
2015-04-17,195.800003,196.440002,193.940002,194.820007,163.733139,1229900
2015-04-20,195.279999,197.649994,195.000000,196.800003,165.397202,1276600
2015-04-21,198.050003,198.339996,195.110001,196.289993,164.968567,1421000
2015-04-22,196.699997,198.089996,195.210007,197.630005,166.094757,1127300
2015-04-23,197.490005,198.929993,196.050003,197.199997,165.733414,1178700
2015-04-24,197.009995,197.240005,195.000000,195.369995,164.195389,1307400
2015-04-27,195.639999,196.580002,193.529999,193.839996,162.909546,1377700
2015-04-28,193.750000,194.270004,191.589996,194.020004,163.060837,1095600
2015-04-29,193.380005,194.070007,190.929993,191.289993,160.766418,1427200
2015-04-30,190.970001,191.460007,185.649994,186.600006,156.824799,2257200
2015-05-01,186.800003,189.149994,186.800003,189.000000,158.841797,1196000
2015-05-04,189.199997,190.850006,189.149994,189.690002,159.421722,912400
2015-05-05,189.250000,189.899994,187.110001,187.350006,157.455124,993600
2015-05-06,188.509995,189.070007,185.910004,186.830002,157.018097,1192200
2015-05-07,186.649994,188.949997,186.339996,188.210007,158.177902,1040700
2015-05-08,189.960007,191.039993,189.479996,190.479996,160.085693,950500
2015-05-11,189.809998,191.179993,189.539993,190.470001,160.077240,832000
2015-05-12,189.220001,191.309998,188.550003,190.610001,160.194931,941800
2015-05-13,190.970001,191.990005,190.809998,191.000000,160.522675,980900
2015-05-14,191.619995,193.350006,191.470001,193.050003,162.245605,1004500
2015-05-15,193.029999,193.809998,192.100006,192.360001,161.665680,1356500
2015-05-18,192.449997,193.630005,192.360001,193.080002,162.270782,822100
2015-05-19,193.020004,194.309998,192.910004,193.380005,162.522903,772100
2015-05-20,193.899994,193.899994,192.460007,193.250000,162.413696,826500
2015-05-21,193.570007,193.940002,192.520004,193.110001,162.295990,769700
2015-05-22,193.259995,193.360001,192.160004,192.860001,162.085938,995600
2015-05-26,192.679993,192.679993,190.139999,190.509995,160.110870,1380400
2015-05-27,190.449997,191.589996,190.039993,191.350006,160.816864,1196100
2015-05-28,189.410004,190.759995,188.929993,190.119995,161.045532,1468900
2015-05-29,189.929993,190.100006,187.619995,188.199997,159.419174,1517400
2015-06-01,189.479996,192.250000,188.369995,191.070007,161.850281,2003600
2015-06-02,190.610001,191.289993,188.800003,190.770004,161.596176,1469200
2015-06-03,191.419998,192.330002,190.789993,191.889999,162.544876,1340300
2015-06-04,190.759995,192.289993,189.990005,190.169998,161.087860,1854000
2015-06-05,189.410004,189.770004,188.429993,189.330002,160.376358,1389100
2015-06-08,189.339996,190.830002,189.059998,189.369995,160.410233,964800
2015-06-09,190.429993,190.539993,189.300003,189.350006,160.393295,1041200
2015-06-10,189.350006,190.649994,188.839996,189.279999,160.334015,1729300
2015-06-11,189.419998,191.539993,189.419998,191.479996,162.197586,1333100
2015-06-12,190.589996,191.529999,190.220001,190.979996,161.774017,1110100
2015-06-15,190.000000,190.580002,189.009995,189.919998,160.876129,710600
2015-06-16,189.259995,191.139999,188.889999,190.820007,161.638550,853800
2015-06-17,191.360001,191.779999,189.720001,191.020004,161.807953,862100
2015-06-18,191.500000,194.490005,191.389999,192.750000,163.273346,1159700
2015-06-19,192.690002,192.690002,190.990005,191.139999,161.909637,1234900
2015-06-22,191.949997,192.979996,191.660004,192.080002,162.705841,716800
2015-06-23,192.429993,192.949997,190.880005,191.639999,162.333145,572900
2015-06-24,191.220001,191.789993,190.119995,190.169998,161.087860,857600
2015-06-25,190.500000,191.169998,189.679993,189.990005,160.935455,884900
2015-06-26,190.529999,190.559998,188.509995,188.639999,159.791885,1876300
2015-06-29,187.589996,188.520004,185.410004,185.520004,157.149033,1202600
2015-06-30,187.169998,187.789993,185.330002,185.899994,157.470901,1275200
2015-07-01,186.009995,188.289993,186.009995,188.169998,159.393723,950000
2015-07-02,188.710007,188.789993,186.759995,187.300003,158.656830,1024500
2015-07-06,186.729996,188.479996,186.419998,187.990005,159.241287,902600
2015-07-07,188.570007,190.279999,187.539993,190.160004,161.079437,1328500
2015-07-08,188.509995,191.330002,188.289993,190.050003,160.986237,1528200
2015-07-09,191.759995,193.119995,191.210007,192.130005,162.748154,1442100
2015-07-10,193.990005,197.000000,192.869995,194.190002,164.493164,1638900
2015-07-13,196.000000,198.389999,195.610001,197.880005,167.618866,1197200
2015-07-14,198.899994,199.820007,198.360001,199.050003,168.609909,1059200
2015-07-15,199.190002,199.639999,198.059998,199.410004,168.914871,972200
2015-07-16,199.800003,201.809998,199.600006,201.619995,170.786911,975600
2015-07-17,200.929993,201.660004,200.399994,201.179993,170.414200,997900
2015-07-20,202.309998,205.389999,201.029999,205.130005,173.760117,2052000
2015-07-21,204.440002,204.759995,202.850006,203.149994,172.082886,1767000
2015-07-22,203.330002,204.440002,202.000000,202.789993,171.777969,1124200
2015-07-23,202.809998,204.960007,202.639999,202.830002,171.811829,1175100
2015-07-24,202.800003,202.940002,200.679993,201.039993,170.295578,1124800
2015-07-27,200.360001,201.759995,199.380005,201.169998,170.405746,997600
2015-07-28,202.419998,204.720001,201.279999,203.630005,172.489548,1125300
2015-07-29,204.770004,210.410004,204.309998,208.149994,176.318253,2491000
2015-07-30,207.220001,208.500000,205.949997,206.470001,174.895233,1554700
2015-07-31,207.610001,208.509995,206.529999,207.100006,175.428848,1116800
2015-08-03,207.270004,207.990005,206.059998,207.789993,176.013321,1064200
2015-08-04,208.509995,209.789993,207.250000,209.529999,177.487228,1066100
2015-08-05,210.020004,210.750000,209.070007,209.429993,177.402496,1209900
2015-08-06,209.729996,209.940002,208.160004,209.259995,177.258514,1147900
2015-08-07,209.000000,209.389999,207.220001,209.089996,177.114532,997500
2015-08-10,210.039993,211.570007,209.339996,210.779999,178.546097,978500
2015-08-11,209.050003,209.759995,207.899994,208.860001,176.919708,985800
2015-08-12,207.539993,209.320007,206.750000,208.779999,176.851929,917900
2015-08-13,208.729996,210.710007,208.690002,209.789993,177.707489,1091200
2015-08-14,209.750000,212.080002,209.330002,211.960007,179.545609,916000
2015-08-17,210.880005,213.119995,210.770004,213.020004,180.443588,776300
2015-08-18,212.360001,213.339996,212.139999,212.669998,180.147079,774500
2015-08-19,211.960007,212.910004,210.669998,211.279999,178.969620,1302600
2015-08-20,210.979996,211.500000,209.130005,209.130005,177.148438,1405700
2015-08-21,208.559998,208.839996,204.570007,204.679993,173.378952,2038500
2015-08-24,190.009995,203.270004,181.910004,197.460007,167.263062,3308700
2015-08-25,205.500000,205.509995,198.550003,198.979996,168.550629,2100600
2015-08-26,203.229996,203.229996,196.850006,202.119995,171.210434,2933800
2015-08-27,203.919998,206.940002,202.910004,205.429993,174.014221,1688100
2015-08-28,203.630005,204.479996,201.380005,203.899994,173.988632,1391200
2015-08-31,203.210007,203.240005,201.080002,201.179993,171.667648,1086800
2015-09-01,197.869995,199.589996,197.020004,197.619995,168.629898,1673700
2015-09-02,199.690002,204.119995,199.279999,204.039993,174.108109,1490600
2015-09-03,204.690002,206.460007,204.320007,205.199997,175.097946,1350900
2015-09-04,203.539993,204.339996,201.410004,202.619995,172.896393,1213100
2015-09-08,204.179993,207.289993,204.000000,207.009995,176.642395,1320700
2015-09-09,209.000000,209.240005,204.520004,204.660004,174.637131,1110300
2015-09-10,203.710007,207.289993,203.710007,206.149994,175.908585,1370200
2015-09-11,205.809998,206.960007,205.330002,206.809998,176.471741,1085500
2015-09-14,207.029999,207.029999,205.559998,206.000000,175.780579,1034300
2015-09-15,206.380005,208.539993,205.509995,207.839996,177.350677,1253700
2015-09-16,207.639999,208.190002,206.330002,207.559998,177.111725,927800
2015-09-17,207.850006,210.529999,207.130005,207.600006,177.145859,958900
2015-09-18,206.000000,206.029999,202.649994,203.309998,173.485199,3010600
2015-09-21,204.350006,205.789993,203.190002,204.350006,174.372650,964700
2015-09-22,202.460007,203.970001,201.500000,203.660004,173.783859,1119200
2015-09-23,204.130005,204.990005,201.710007,202.770004,173.024429,601100
2015-09-24,201.500000,205.889999,199.559998,204.759995,174.722473,1667600
2015-09-25,206.740005,206.779999,203.000000,203.889999,173.980118,1414000
2015-09-28,202.550003,204.440002,200.000000,200.220001,170.848419,1315400
2015-09-29,200.000000,202.919998,199.009995,202.470001,172.768433,1226600
2015-09-30,204.339996,207.710007,204.229996,207.309998,176.898422,1721800
2015-10-01,206.309998,207.339996,202.820007,204.750000,174.713959,1889700
2015-10-02,202.009995,206.610001,201.809998,206.610001,176.301102,1154800
2015-10-05,208.300003,211.860001,207.699997,211.729996,180.669998,1347600
2015-10-06,211.699997,212.649994,210.270004,210.399994,179.535095,1625700
2015-10-07,211.789993,214.020004,211.039993,212.949997,181.711014,1122200
2015-10-08,212.279999,214.660004,211.339996,214.369995,182.922729,782100
2015-10-09,214.440002,216.270004,213.220001,213.259995,181.975555,1340000
2015-10-12,213.610001,214.630005,212.759995,214.330002,182.888626,1048100
2015-10-13,213.220001,214.360001,211.940002,211.979996,180.883392,1026200
2015-10-14,212.050003,212.589996,207.990005,208.149994,177.615128,1192100
2015-10-15,209.229996,211.699997,207.509995,209.179993,178.494080,1496900
2015-10-16,210.399994,211.000000,208.690002,209.779999,179.006058,1145300
2015-10-19,209.240005,210.729996,208.500000,210.639999,179.739899,1329900
2015-10-20,207.380005,209.550003,205.139999,208.729996,178.110138,1926500
2015-10-21,209.759995,213.160004,208.740005,211.559998,180.524918,1332400
2015-10-22,212.220001,216.990005,212.220001,216.509995,184.748795,1190100
2015-10-23,218.000000,219.419998,217.229996,219.320007,187.146591,1280900
2015-10-26,219.320007,221.350006,218.889999,220.940002,188.528961,1383800
2015-10-27,219.970001,225.149994,219.809998,223.039993,190.320877,1399900
2015-10-28,222.250000,224.440002,218.360001,221.039993,188.614258,1973500
2015-10-29,221.000000,222.690002,217.770004,218.250000,186.233551,1795900
2015-10-30,219.000000,220.690002,218.330002,219.830002,187.581772,1774000
2015-11-02,219.889999,221.000000,218.910004,220.589996,188.230286,1160700
2015-11-03,220.000000,220.460007,218.339996,218.899994,186.788254,1046300
2015-11-04,219.710007,220.350006,218.509995,218.830002,186.728470,932900
2015-11-05,219.169998,220.589996,218.009995,218.600006,186.532196,911600
2015-11-06,218.000000,218.490005,215.039993,216.630005,184.851181,1455400
2015-11-09,215.770004,216.369995,214.059998,214.699997,183.204330,1657300
2015-11-10,214.369995,215.740005,212.630005,214.070007,182.666763,1165900
2015-11-11,214.369995,216.529999,214.259995,215.110001,183.554184,1197100
2015-11-12,214.500000,215.059998,212.660004,213.580002,182.248611,1292200
2015-11-13,213.500000,214.820007,211.779999,213.160004,181.890244,1059100
2015-11-16,214.309998,220.839996,214.080002,220.669998,188.298553,1516000
2015-11-17,222.070007,225.250000,220.809998,222.389999,189.766220,2081500
2015-11-18,222.539993,223.369995,220.720001,223.220001,190.474472,1185400
2015-11-19,224.479996,225.470001,223.500000,224.000000,191.140045,1410700
2015-11-20,225.449997,226.979996,224.960007,226.059998,192.897858,1321200
2015-11-23,226.500000,227.679993,225.470001,226.029999,192.872253,939900
2015-11-24,224.960007,226.990005,224.509995,226.429993,193.213562,1234300
2015-11-25,226.479996,227.910004,225.320007,225.800003,192.676025,2156400
2015-11-27,225.529999,226.229996,224.309998,225.910004,194.188828,972800
2015-11-30,223.600006,223.679993,218.529999,219.160004,188.386673,3000800
2015-12-01,220.059998,223.100006,219.369995,220.199997,189.280624,1267200
2015-12-02,220.250000,220.949997,218.779999,218.940002,188.197571,1307400
2015-12-03,219.270004,219.759995,214.690002,215.460007,185.206207,1776500
2015-12-04,216.000000,219.899994,216.000000,218.389999,187.724777,1701600
2015-12-07,218.339996,219.619995,217.550003,219.130005,188.360870,1537800
2015-12-08,217.690002,219.779999,217.300003,218.809998,188.085800,844400
2015-12-09,218.020004,220.259995,216.610001,217.539993,186.994141,1194900
2015-12-10,217.919998,219.750000,217.000000,218.880005,188.145996,1119200
2015-12-11,217.539993,219.160004,216.699997,217.199997,186.701904,1801900
2015-12-14,215.990005,217.570007,214.720001,216.580002,186.168961,2026500
2015-12-15,217.000000,217.240005,214.720001,214.839996,184.673264,1539800
2015-12-16,216.000000,218.110001,214.750000,217.500000,186.959778,1352000
2015-12-17,217.860001,218.770004,215.160004,215.220001,184.999924,1282300
2015-12-18,213.750000,215.169998,211.850006,212.179993,182.386765,2058200
2015-12-21,213.800003,215.589996,213.520004,215.470001,185.214783,1066800
2015-12-22,216.160004,218.229996,215.580002,217.580002,187.028534,895200
2015-12-23,218.000000,218.350006,217.179993,217.929993,187.329391,742400
2015-12-24,218.000000,219.000000,217.490005,218.559998,187.870895,524400
2015-12-28,218.080002,218.770004,217.429993,218.410004,187.741974,612900
2015-12-29,219.360001,221.350006,218.800003,220.470001,189.512741,768300
2015-12-30,220.929993,221.240005,219.619995,219.800003,188.936829,633500
2015-12-31,219.580002,219.949997,215.779999,217.149994,186.658890,1157800
2016-01-04,214.000000,215.770004,211.389999,213.210007,183.272156,1875200
2016-01-05,214.589996,218.940002,214.020004,218.259995,187.613037,1349300
2016-01-06,217.830002,221.000000,216.259995,217.630005,187.071472,1787100
2016-01-07,213.809998,216.190002,212.139999,213.289993,183.340897,1810100
2016-01-08,215.009995,216.350006,212.369995,212.910004,183.014282,1764600
2016-01-11,215.070007,216.470001,213.229996,215.350006,185.111633,2550100
2016-01-12,216.029999,218.100006,214.509995,217.960007,187.355179,1354800
2016-01-13,219.259995,219.619995,214.059998,214.399994,184.295059,1374100
2016-01-14,214.419998,217.130005,212.270004,216.419998,186.031372,1920700
2016-01-15,211.990005,217.009995,211.990005,215.990005,185.661819,2809100
2016-01-19,216.690002,220.779999,213.169998,215.289993,185.060043,2918100
2016-01-20,213.050003,216.199997,207.619995,210.399994,180.856689,2459700
2016-01-21,211.199997,212.000000,208.750000,210.789993,181.191971,1562900
2016-01-22,213.710007,213.710007,211.009995,212.039993,182.266434,1517900
2016-01-25,211.839996,212.750000,210.000000,211.009995,181.381012,1792100
2016-01-26,201.429993,211.220001,200.470001,209.929993,180.452698,4440800
2016-01-27,209.889999,211.639999,207.000000,207.860001,178.673386,2694800
2016-01-28,208.490005,209.429993,206.169998,206.660004,177.641876,1862900
2016-01-29,207.830002,211.050003,206.119995,211.000000,181.372437,2595900
2016-02-01,209.259995,211.339996,208.869995,209.800003,180.340942,1673100
2016-02-02,209.500000,210.979996,207.639999,210.449997,180.899689,1574600
2016-02-03,212.000000,213.639999,210.130005,212.919998,183.022842,2231200
2016-02-04,212.500000,213.380005,209.279999,210.210007,180.693405,1628200
2016-02-05,210.339996,212.570007,209.570007,211.940002,182.180466,1892400
2016-02-08,209.330002,215.149994,209.300003,214.529999,184.406845,2502100
2016-02-09,213.119995,217.330002,212.240005,215.979996,185.653183,1983100
2016-02-10,216.009995,217.440002,213.619995,213.949997,183.908234,1738000
2016-02-11,211.669998,212.750000,203.649994,207.179993,178.088837,2649700
2016-02-12,208.309998,209.919998,205.550003,206.080002,177.143295,2331700
2016-02-16,207.520004,209.490005,206.850006,209.000000,179.653305,1548300
2016-02-17,210.000000,212.970001,209.100006,212.740005,182.868164,1237700
2016-02-18,212.250000,215.500000,212.000000,214.199997,184.123123,987100
2016-02-19,214.509995,214.740005,212.699997,213.619995,183.624542,1233300
2016-02-22,213.619995,216.779999,213.619995,215.009995,184.819351,974000
2016-02-23,214.830002,215.740005,213.869995,215.149994,184.939743,1282900
2016-02-24,213.580002,216.990005,213.500000,216.630005,186.211899,1301600
2016-02-25,217.000000,220.139999,216.380005,220.029999,189.134506,1489300
2016-02-26,219.220001,219.750000,217.110001,217.240005,188.147217,1210200
2016-02-29,216.669998,218.100006,215.729996,215.789993,186.891357,1248600
2016-03-01,216.589996,218.350006,214.880005,218.130005,188.917984,1159500
2016-03-02,218.089996,218.860001,215.779999,217.199997,188.112534,1188600
2016-03-03,216.479996,218.619995,215.539993,218.520004,189.255768,875200
2016-03-04,217.910004,219.080002,217.559998,218.720001,189.428986,935500
2016-03-07,217.500000,218.380005,215.300003,215.839996,186.934677,1017800
2016-03-08,213.949997,216.210007,210.899994,215.339996,186.501633,1843800
2016-03-09,216.750000,217.919998,215.740005,216.410004,187.428360,988200
2016-03-10,216.940002,218.520004,215.669998,216.559998,187.558243,1367600
2016-03-11,218.000000,218.889999,215.960007,217.050003,187.982651,1336400
2016-03-14,215.619995,217.509995,215.619995,216.600006,187.592896,934500
2016-03-15,215.339996,217.320007,214.809998,217.050003,187.982651,1012300
2016-03-16,217.139999,218.940002,216.289993,218.190002,188.969955,882600
2016-03-17,218.279999,219.940002,217.419998,219.250000,189.888031,1299100
2016-03-18,220.000000,221.089996,218.369995,220.910004,191.325699,2114600
2016-03-21,220.410004,223.190002,220.410004,221.259995,191.628799,1149700
2016-03-22,221.050003,222.729996,220.500000,220.729996,191.169769,925300
2016-03-23,220.889999,222.539993,220.619995,221.259995,191.628799,781900
2016-03-24,221.050003,221.500000,217.139999,218.000000,188.805389,1319200
2016-03-28,218.809998,219.550003,218.339996,219.059998,189.723434,994000
2016-03-29,219.000000,220.919998,218.429993,220.759995,191.195755,748500
2016-03-30,222.000000,223.860001,221.789993,222.960007,193.101166,950900
2016-03-31,222.649994,223.330002,221.089996,221.500000,191.836670,1105200
2016-04-01,219.960007,223.470001,219.169998,223.110001,193.231079,957800
2016-04-04,223.220001,224.899994,223.080002,224.130005,194.114471,1007500
2016-04-05,224.029999,227.029999,222.820007,225.619995,195.404922,1437300
2016-04-06,225.309998,226.850006,225.309998,226.630005,196.279678,1276100
2016-04-07,226.000000,227.410004,225.639999,226.479996,196.149734,1063200
2016-04-08,227.589996,228.000000,225.800003,226.300003,195.993866,582600
2016-04-11,226.050003,226.710007,224.110001,224.649994,194.564819,1140200
2016-04-12,224.750000,226.869995,224.179993,225.979996,195.716690,682400
2016-04-13,227.000000,227.160004,224.929993,226.380005,196.063171,808500
2016-04-14,226.789993,226.789993,225.190002,225.440002,195.249039,774300
2016-04-15,225.869995,225.919998,224.619995,225.809998,195.569489,1134600
2016-04-18,225.809998,227.630005,225.300003,227.139999,196.721359,824200
2016-04-19,227.160004,227.889999,226.289993,226.509995,196.175720,721100
2016-04-20,227.000000,228.119995,226.059998,226.580002,196.236343,887300
2016-04-21,226.309998,227.309998,225.649994,226.070007,195.794647,996700
2016-04-22,226.600006,227.869995,225.600006,226.830002,196.452881,1037300
2016-04-25,226.039993,226.990005,225.339996,226.300003,195.993866,986300
2016-04-26,227.850006,232.220001,227.850006,232.160004,201.069107,1918300
2016-04-27,230.089996,234.589996,229.960007,233.649994,202.359543,1405700
2016-04-28,232.199997,234.479996,231.899994,232.720001,201.554092,1034900
2016-04-29,232.100006,232.970001,230.820007,232.380005,201.259628,952200
2016-05-02,232.740005,233.800003,232.429993,233.240005,202.004486,1008100
2016-05-03,232.339996,234.830002,231.369995,234.699997,203.268906,1166400
2016-05-04,233.850006,236.339996,233.089996,236.009995,204.403503,1382900
2016-05-05,236.100006,238.160004,235.440002,238.139999,206.248245,1198900
2016-05-06,238.000000,240.500000,237.789993,240.259995,208.084305,1140800
2016-05-09,240.259995,242.000000,239.520004,240.320007,208.136292,1498800
2016-05-10,241.309998,244.550003,241.289993,244.360001,211.635254,1141400
2016-05-11,243.970001,244.490005,241.619995,241.830002,209.444077,1006700
2016-05-12,242.029999,245.369995,241.500000,244.940002,212.137573,969300
2016-05-13,242.380005,244.500000,241.699997,242.119995,209.695221,1198700
2016-05-16,241.210007,243.990005,240.910004,242.970001,210.431427,921200
2016-05-17,243.000000,243.529999,240.270004,241.529999,209.184265,1016100
2016-05-18,240.889999,243.190002,240.130005,241.580002,209.227570,738000
2016-05-19,239.679993,241.070007,237.789993,238.889999,206.897781,1360600
2016-05-20,239.490005,240.300003,238.389999,240.070007,207.919769,1009000
2016-05-23,240.429993,240.520004,239.039993,239.520004,207.443481,849600
2016-05-24,240.399994,241.750000,240.300003,240.970001,208.699265,741200
2016-05-25,241.300003,241.559998,240.500000,240.839996,208.586685,737300
2016-05-26,240.589996,242.000000,240.110001,241.539993,209.192886,648700
2016-05-27,240.000000,240.820007,239.210007,240.089996,209.367325,794100
2016-05-31,239.740005,240.610001,236.149994,236.229996,206.001251,2546000
2016-06-01,236.229996,238.580002,235.360001,238.080002,207.614502,972700
2016-06-02,238.130005,238.250000,236.789993,237.830002,207.396530,921400
2016-06-03,237.580002,239.649994,236.229996,238.919998,208.347061,1516700
2016-06-06,238.520004,240.369995,238.520004,239.399994,208.765610,1154100
2016-06-07,240.199997,241.360001,239.410004,239.500000,208.852783,993000
2016-06-08,239.259995,240.750000,239.229996,240.380005,209.620209,918900
2016-06-09,240.050003,240.869995,240.000000,240.669998,209.873123,894100
2016-06-10,240.009995,241.699997,239.740005,240.580002,209.794601,760200
2016-06-13,240.009995,240.699997,237.910004,237.949997,207.501205,1073000
2016-06-14,237.779999,240.119995,237.250000,239.699997,209.027222,1220000
2016-06-15,240.110001,240.589996,239.229996,239.449997,208.809250,854200
2016-06-16,239.050003,240.449997,238.089996,239.869995,209.175476,1212300
2016-06-17,240.220001,240.220001,236.660004,237.559998,207.161072,1455700
2016-06-20,239.199997,239.800003,237.860001,238.639999,208.102875,1067000
2016-06-21,239.490005,239.850006,238.309998,238.550003,208.024384,928300
2016-06-22,238.949997,239.270004,238.039993,238.169998,207.693024,1001700
2016-06-23,239.789993,240.000000,238.179993,240.000000,209.288849,755800
2016-06-24,234.850006,242.869995,234.750000,239.699997,209.027222,3471200
2016-06-27,238.779999,239.970001,236.070007,239.289993,208.669693,1868200
2016-06-28,240.110001,240.960007,237.649994,240.910004,210.082382,1994700
2016-06-29,242.000000,244.690002,241.660004,244.080002,212.846771,1190000
2016-06-30,244.779999,248.720001,244.669998,248.169998,216.413361,2045600
2016-07-01,248.169998,249.919998,248.169998,249.350006,217.442398,1427800
2016-07-05,248.800003,250.380005,248.419998,249.509995,217.581909,1327600
2016-07-06,250.949997,251.320007,247.880005,250.080002,218.078964,1387400
2016-07-07,250.229996,251.220001,248.610001,249.770004,217.808640,961300
2016-07-08,250.779999,252.300003,248.500000,251.899994,219.666092,1082800
2016-07-11,252.380005,256.339996,251.919998,254.389999,221.837448,6337100
2016-07-12,255.639999,256.380005,254.029999,254.699997,222.107742,4167000
2016-07-13,255.100006,256.440002,254.919998,255.899994,223.154236,4781700
2016-07-14,257.190002,257.940002,254.699997,256.000000,223.241455,3323800
2016-07-15,257.109985,257.619995,256.100006,256.980011,224.096008,3460700
2016-07-18,257.779999,258.290009,255.300003,256.290009,223.494308,2345800
2016-07-19,258.540009,263.369995,252.100006,258.959991,225.822632,4980000
2016-07-20,259.320007,259.820007,255.889999,256.670013,223.825684,3361600
2016-07-21,257.489990,257.489990,251.600006,254.139999,221.619446,2733400
2016-07-22,254.600006,257.489990,253.050003,257.309998,224.383804,1864500
2016-07-25,256.820007,257.279999,254.720001,255.619995,222.910049,1295200
2016-07-26,255.619995,256.459991,253.830002,254.759995,222.160065,2121500
2016-07-27,255.470001,256.000000,253.029999,254.160004,221.636841,2593300
2016-07-28,254.199997,254.889999,252.050003,254.550003,221.976990,2716000
2016-07-29,254.500000,254.809998,252.699997,252.729996,220.389862,2178300
2016-08-01,252.630005,254.929993,252.300003,254.839996,222.229858,2782400
2016-08-02,254.169998,257.459991,252.729996,257.000000,224.113464,4770800
2016-08-03,257.510010,257.750000,254.750000,256.850006,223.982666,6827200
2016-08-04,257.649994,258.779999,256.140015,257.750000,224.767471,5720200
2016-08-05,259.140015,260.290009,257.630005,260.290009,226.982483,4418100
